path,artist,author,title,description,date,medium,dimensions,institution,department,inscriptions,notes,accession_number,source,permission,categories
"/Users/gregorymccollum/Desktop/Python/Harvard/WikiImages/Mylossoma duriventre (Tabatinga, Brazil)urn-3:FMUS.MCZ:2004-447714.jpg","[[wikidata:Q53499085|Burkhardt, Jacques]]","[[wikidata:Q53499085|Burkhardt, Jacques]]","Mylossoma duriventre (Tabatinga, Brazil)",Taxonomic Classification: Animalia--Characiformes--Characidae--Mylossoma duriventre (Cuvier 1818). Common Name: Hard-bellied silver dollar,,watercolor on paper,11 x 17 cm.,[[wikidata:Q13371|Harvard University]],[[wikidata:Q53528757|Ernst Mayr Library]],"Pacu. M. durivention Cuv. aureus Ag. Nage la queule ouverte. Le ne la lui au pas vu former, meme en l'irritant. Le l'ai en vivant He une journee.--Agassiz, Louis. Tabatinga 19' 7b.",1 fish drawing (6 x 9 cm.),MH:MCZArtwork ARC_209-274,Harvard CURIOSity Collection - Jacques Burkhardt Scientific Drawings: http://id.lib.harvard.edu/curiosity/jacques-burkhardt-scientific-drawings/33-ARC_209-274 ,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information (URI: https://rightsstatements.org/page/NoC-US/1.0/?language=en)",Jacques Burkhardt Scientific Drawings
"/Users/gregorymccollum/Desktop/Python/Harvard/WikiImages/Mylossoma aureum (Monte Alegre, Brazil, 25 August 1865)urn-3:FMUS.MCZ:2004-447717.jpg","[[wikidata:Q53499085|Burkhardt, Jacques]]","[[wikidata:Q53499085|Burkhardt, Jacques]]","Mylossoma aureum (Monte Alegre, Brazil, 25 August 1865)",Taxonomic Classification: Animalia--Characidae--Mylossoma aureum (Spix & Agassiz 1829). Common Name: Hard-bellied silver dollar,1865-08-25,watercolor on paper,13 x 20 cm.,[[wikidata:Q13371|Harvard University]],[[wikidata:Q53528757|Ernst Mayr Library]],"Piranha, Monte Alegre. Sous taches sur le dos bandes trans versales evanescentes. [partial circle] 2 3 2 1.3 seulement. Myletes nouv. genre. La nale a des e'cailles jusque pres du bond--Agassiz, Louis. 25 Aout. J.B. (Une Manaos--Burkhardt, Jacques",1 fish drawing (6 x 9 cm.),MH:MCZArtwork ARC_209-277,Harvard CURIOSity Collection - Jacques Burkhardt Scientific Drawings: http://id.lib.harvard.edu/curiosity/jacques-burkhardt-scientific-drawings/33-ARC_209-277 ,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information (URI: https://rightsstatements.org/page/NoC-US/1.0/?language=en)",Jacques Burkhardt Scientific Drawings
"/Users/gregorymccollum/Desktop/Python/Harvard/WikiImages/Aequidens tetramerus (Tajapuru, Brazil, 22 August 1865)urn-3:FMUS.MCZ:2004-447718.jpg","[[wikidata:Q53499085|Burkhardt, Jacques]]","[[wikidata:Q53499085|Burkhardt, Jacques]]","Aequidens tetramerus (Tajapuru, Brazil, 22 August 1865)",Taxonomic Classification: Animalia--Aequidens tetramerus (Heckel 1840). Common Name: Blue-scale flag cichlid. Original Name: Acara. Specimen Collection Date: 1865-08-22,,watercolor on paper,13 x 20 cm.,[[wikidata:Q13371|Harvard University]],[[wikidata:Q53528757|Ernst Mayr Library]],"Acara nov. spec. Peut-etre genre nouveau. Differe de ceux a longues ventrales, peu la grosseur de la tete que est tres-courte. Resemble beaucoup a celin du Tara; ni ce n'est pas le meme. Rappelle Pomacentros Premna &c. Urops. With Pescada branca & preta.--Agassiz, Louis. Acara-uassu - Tajapuru",1 fish drawing (6 x 12 cm.),MH:MCZArtwork ARC_209-278,Harvard CURIOSity Collection - Jacques Burkhardt Scientific Drawings: http://id.lib.harvard.edu/curiosity/jacques-burkhardt-scientific-drawings/33-ARC_209-278 ,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information (URI: https://rightsstatements.org/page/NoC-US/1.0/?language=en)",Jacques Burkhardt Scientific Drawings
"/Users/gregorymccollum/Desktop/Python/Harvard/WikiImages/Heros efasciatus (Lake January, Brazil, 26 October 1865; green)urn-3:FMUS.MCZ:2004-447723.jpg","[[wikidata:Q53499085|Burkhardt, Jacques]]","[[wikidata:Q53499085|Burkhardt, Jacques]]","Heros efasciatus (Lake January, Brazil, 26 October 1865; green)",Taxonomic Classification: Animalia--Cichlidae--Heros efasciatus (Heckel 1840). Common Name: Eye spot cichlid. Specimen Collection Date: 1865-10-26,,watercolor on paper,9 x 17 cm.,[[wikidata:Q13371|Harvard University]],[[wikidata:Q53528757|Ernst Mayr Library]],"Acara. Heros, Lago de Joanary, 26 Oct. 1865--Agassiz, Louis",1 fish drawing (8 x 10 cm.),MH:MCZArtwork ARC_209-283,Harvard CURIOSity Collection - Jacques Burkhardt Scientific Drawings: http://id.lib.harvard.edu/curiosity/jacques-burkhardt-scientific-drawings/33-ARC_209-283 ,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information (URI: https://rightsstatements.org/page/NoC-US/1.0/?language=en)",Jacques Burkhardt Scientific Drawings
"/Users/gregorymccollum/Desktop/Python/Harvard/WikiImages/Heros efasciatus (Teffe, Brazil, 15 October 1865; light green)urn-3:FMUS.MCZ:2004-487427.jpg","[[wikidata:Q53499085|Burkhardt, Jacques]]","[[wikidata:Q53499085|Burkhardt, Jacques]]","Heros efasciatus (Teffe, Brazil, 15 October 1865; light green)",Taxonomic Classification: Animalia--Cichlidae--Heros efasciatus (Heckel 1840). Common Name: Eye spot cichlid,1865-10-15,watercolor on paper,11 x 18 cm.,[[wikidata:Q13371|Harvard University]],[[wikidata:Q53528757|Ernst Mayr Library]],"(15 Oct. Teffe)--Burkhardt, Jacques. Heros No 1--Agassiz, Louis",1 fish drawing (7 x 9 cm.),MH:MCZArtwork ARC_209-285,Harvard CURIOSity Collection - Jacques Burkhardt Scientific Drawings: http://id.lib.harvard.edu/curiosity/jacques-burkhardt-scientific-drawings/33-ARC_209-285 ,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information (URI: https://rightsstatements.org/page/NoC-US/1.0/?language=en)",Jacques Burkhardt Scientific Drawings
"/Users/gregorymccollum/Desktop/Python/Harvard/WikiImages/Geophagus brasiliensis (Rio Novo, Brazil, 29 June 1865)urn-3:FMUS.MCZ:2004-487429.jpg","[[wikidata:Q53499085|Burkhardt, Jacques]]","[[wikidata:Q53499085|Burkhardt, Jacques]]","Geophagus brasiliensis (Rio Novo, Brazil, 29 June 1865)",Taxonomic Classification: Animalia--Cichlidae--Geophagus brasiliensis (Quoy & Gaimard 1824). Common Name: Pearl cichlid,1865-06-29,watercolor on paper,18 x 26 cm.,[[wikidata:Q13371|Harvard University]],[[wikidata:Q53528757|Ernst Mayr Library]],"Famille des Chromides. Genre Acara. Espece nouvelle.--Agassiz, Louis. Rio Novo. J.B. 29 Juin--Burkhardt, Jacques",1 fish drawing (9 x 15 cm.),MH:MCZArtwork ARC_209-287,Harvard CURIOSity Collection - Jacques Burkhardt Scientific Drawings: http://id.lib.harvard.edu/curiosity/jacques-burkhardt-scientific-drawings/33-ARC_209-287 ,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information (URI: https://rightsstatements.org/page/NoC-US/1.0/?language=en)",Jacques Burkhardt Scientific Drawings
"/Users/gregorymccollum/Desktop/Python/Harvard/WikiImages/Sciaenidae (Rio de Janeiro, Brazil, 1 June 1865)urn-3:FMUS.MCZ:2004-487431.jpg","[[wikidata:Q53499085|Burkhardt, Jacques]]","[[wikidata:Q53499085|Burkhardt, Jacques]]","Sciaenidae (Rio de Janeiro, Brazil, 1 June 1865)",Taxonomic Classification: Animalia--Sciaenidae. Common Name: Croaker,1865-06-01,watercolor on paper,18 x 25 cm.,[[wikidata:Q13371|Harvard University]],[[wikidata:Q53528757|Ernst Mayr Library]],"Famille des Scionoides. [crossed out:] Genre Dorridia. Esp. inedite.--Agassiz, Louis. N. mulata. Rio 1 Juin /65 J.B.--Burkhardt, Jacques",1 fish drawing (9 x 20 cm.),MH:MCZArtwork ARC_209-289,Harvard CURIOSity Collection - Jacques Burkhardt Scientific Drawings: http://id.lib.harvard.edu/curiosity/jacques-burkhardt-scientific-drawings/33-ARC_209-289 ,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information (URI: https://rightsstatements.org/page/NoC-US/1.0/?language=en)",Jacques Burkhardt Scientific Drawings
"/Users/gregorymccollum/Desktop/Python/Harvard/WikiImages/Holocentrum (Rio de Janeiro, Brazil, 1 June 1865)urn-3:FMUS.MCZ:2004-487434.jpg","[[wikidata:Q53499085|Burkhardt, Jacques]]","[[wikidata:Q53499085|Burkhardt, Jacques]]","Holocentrum (Rio de Janeiro, Brazil, 1 June 1865)",Taxonomic Classification: Animalia--Holocentridae--Holocentrum. Common Name: Mullet. Common Name: Squirrelfish,1865-06-01,watercolor on paper,17 x 26 cm.,[[wikidata:Q13371|Harvard University]],[[wikidata:Q53528757|Ernst Mayr Library]],"Famille des Holocentrides. Genre Holocentrum. Esp. senblable a calle de Porto Rico. Cet exemplaire avoit aui dentellement perdu la queue.--Agassiz, Louis. Jagurica. Rio 1 Juin. J.B.--Burkhardt, Jacques. Holoc. longijuinne (7)",1 fish drawing (10 x 19 cm.),MH:MCZArtwork ARC_209-292,Harvard CURIOSity Collection - Jacques Burkhardt Scientific Drawings: http://id.lib.harvard.edu/curiosity/jacques-burkhardt-scientific-drawings/33-ARC_209-292 ,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information (URI: https://rightsstatements.org/page/NoC-US/1.0/?language=en)",Jacques Burkhardt Scientific Drawings
"/Users/gregorymccollum/Desktop/Python/Harvard/WikiImages/Satanoperca lilith (Manaos, Brazil, 23 November 1865)urn-3:FMUS.MCZ:2004-487436.jpg","[[wikidata:Q53499085|Burkhardt, Jacques]]","[[wikidata:Q53499085|Burkhardt, Jacques]]","Satanoperca lilith (Manaos, Brazil, 23 November 1865)",Taxonomic Classification: Animalia--Cichlidae--Satanoperca lilith (?). Common Name: Eartheater. Specimen Collection Date: 1865-11-23,,watercolor on paper,14 x 17 cm.,[[wikidata:Q13371|Harvard University]],[[wikidata:Q53528757|Ernst Mayr Library]],Manaos 23 Nov.. Lago J. [approx.:] Fernandez,1 fish drawing (6 x 12 cm.),MH:MCZArtwork ARC_209-294,Harvard CURIOSity Collection - Jacques Burkhardt Scientific Drawings: http://id.lib.harvard.edu/curiosity/jacques-burkhardt-scientific-drawings/33-ARC_209-294 ,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information (URI: https://rightsstatements.org/page/NoC-US/1.0/?language=en)",Jacques Burkhardt Scientific Drawings
"/Users/gregorymccollum/Desktop/Python/Harvard/WikiImages/Loricariinae (Teffe, Brazil, 6 October 1865; 2 fish)urn-3:FMUS.MCZ:2004-487439.jpg","[[wikidata:Q53499085|Burkhardt, Jacques]]","[[wikidata:Q53499085|Burkhardt, Jacques]]","Loricariinae (Teffe, Brazil, 6 October 1865; 2 fish)",Taxonomic Classification: Animalia--Loricariidae--Loricariinae. Common Name: Pleco,1865-10-06,watercolor on paper,18 x 17 cm.,[[wikidata:Q13371|Harvard University]],[[wikidata:Q53528757|Ernst Mayr Library]],"47. Acary. 6 de 8br. - Teffe. grande barette sur orbital anglement. Partout. petite barette jaune dore supre orbital arronds--Agassiz, Louis. 6. Octobre Taffe. 6. Octobre Taffe--Burkhardt, Jacques",2 fish drawings (5 x 14 cm. and 4 x 14 cm.),MH:MCZArtwork ARC_209-297,Harvard CURIOSity Collection - Jacques Burkhardt Scientific Drawings: http://id.lib.harvard.edu/curiosity/jacques-burkhardt-scientific-drawings/33-ARC_209-297 ,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information (URI: https://rightsstatements.org/page/NoC-US/1.0/?language=en)",Jacques Burkhardt Scientific Drawings
"/Users/gregorymccollum/Desktop/Python/Harvard/WikiImages/Cichlid eggs (Teffe, Brazil, 18 October 1865)urn-3:FMUS.MCZ:2004-487442.jpg","[[wikidata:Q53499085|Burkhardt, Jacques]]","[[wikidata:Q53499085|Burkhardt, Jacques]]","Cichlid eggs (Teffe, Brazil, 18 October 1865)",Taxonomic Classification: Animalia--Cichlidae. Common Name: Cichlid eggs. Original Name: Acara tinga eggs. Specimen Collection Date: 1865-10-18,,pencil on paper,14 x 19 cm.,[[wikidata:Q13371|Harvard University]],[[wikidata:Q53528757|Ernst Mayr Library]],"Acara tinga Oct. 18. -/65 Teffe.--Agassiz, Louis",Drawing of 2 eggs (4 x 6 cm. and 4 x 5 cm.),MH:MCZArtwork ARC_209-300,Harvard CURIOSity Collection - Jacques Burkhardt Scientific Drawings: http://id.lib.harvard.edu/curiosity/jacques-burkhardt-scientific-drawings/33-ARC_209-300 ,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information (URI: https://rightsstatements.org/page/NoC-US/1.0/?language=en)",Jacques Burkhardt Scientific Drawings
"/Users/gregorymccollum/Desktop/Python/Harvard/WikiImages/Symphysodon aequifasciata (Lake January, Brazil, 28 October 1865)urn-3:FMUS.MCZ:2004-487445.jpg","[[wikidata:Q53499085|Burkhardt, Jacques]]","[[wikidata:Q53499085|Burkhardt, Jacques]]","Symphysodon aequifasciata (Lake January, Brazil, 28 October 1865)",Taxonomic Classification: Animalia--Cichlidae--Symphysodon aequifasciata (Pellegrin 1904). Common Name: Blue discus. Original Name: Acara yaci. Specimen Collection Date: 1865-10-28,,watercolor on paper,9 x 17 cm.,[[wikidata:Q13371|Harvard University]],[[wikidata:Q53528757|Ernst Mayr Library]],"Acara yaci. Lago de Joanary 28 Oct.--Agassiz, Louis",1 fish drawing (9 x 17 cm.),MH:MCZArtwork ARC_209-303,Harvard CURIOSity Collection - Jacques Burkhardt Scientific Drawings: http://id.lib.harvard.edu/curiosity/jacques-burkhardt-scientific-drawings/33-ARC_209-303 ,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information (URI: https://rightsstatements.org/page/NoC-US/1.0/?language=en)",Jacques Burkhardt Scientific Drawings
"/Users/gregorymccollum/Desktop/Python/Harvard/WikiImages/Cichlid larvae (Teffe, Brazil, 14 September 1865)urn-3:FMUS.MCZ:2004-487446.jpg","[[wikidata:Q53499085|Burkhardt, Jacques]]","[[wikidata:Q53499085|Burkhardt, Jacques]]","Cichlid larvae (Teffe, Brazil, 14 September 1865)",Taxonomic Classification: Animalia--Cichlidae. Common Name: Cichlid larvae,1865-09-14,pencil on paper,13 x 21 cm.,[[wikidata:Q13371|Harvard University]],[[wikidata:Q53528757|Ernst Mayr Library]],Teffe. 14 7b 1865,Drawing of 1 anatomical part (4 x 11 cm.),MH:MCZArtwork ARC_209-304,Harvard CURIOSity Collection - Jacques Burkhardt Scientific Drawings: http://id.lib.harvard.edu/curiosity/jacques-burkhardt-scientific-drawings/33-ARC_209-304 ,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information (URI: https://rightsstatements.org/page/NoC-US/1.0/?language=en)",Jacques Burkhardt Scientific Drawings
"/Users/gregorymccollum/Desktop/Python/Harvard/WikiImages/Cichlid larvae (Teffe, Brazil, 14 September 1865; 2nd drawing)urn-3:FMUS.MCZ:2004-487447.jpg","[[wikidata:Q53499085|Burkhardt, Jacques]]","[[wikidata:Q53499085|Burkhardt, Jacques]]","Cichlid larvae (Teffe, Brazil, 14 September 1865; 2nd drawing)",Taxonomic Classification: Animalia--Cichlidae. Common Name: Cichlid larvae,1865-09-14,pencil on paper,13 x 20 cm.,[[wikidata:Q13371|Harvard University]],[[wikidata:Q53528757|Ernst Mayr Library]],[none],Drawing of 1 anatomical part (4 x 11 cm.),MH:MCZArtwork ARC_209-305,Harvard CURIOSity Collection - Jacques Burkhardt Scientific Drawings: http://id.lib.harvard.edu/curiosity/jacques-burkhardt-scientific-drawings/33-ARC_209-305 ,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information (URI: https://rightsstatements.org/page/NoC-US/1.0/?language=en)",Jacques Burkhardt Scientific Drawings
"/Users/gregorymccollum/Desktop/Python/Harvard/WikiImages/Larval cichlids (Teffe, Brazil, 18 October 1865)urn-3:FMUS.MCZ:2004-487449.jpg","[[wikidata:Q53499085|Burkhardt, Jacques]]","[[wikidata:Q53499085|Burkhardt, Jacques]]","Larval cichlids (Teffe, Brazil, 18 October 1865)",Taxonomic Classification: Animalia--Cichlidae. Common Name: Larval cichlids. Original Name: Acara tinga,1865-10-18,watercolor on paper,14 x 17 cm.,[[wikidata:Q13371|Harvard University]],[[wikidata:Q53528757|Ernst Mayr Library]],"Embryos de Acara tinga.. Teffe 18 Oct.--Burkhardt, Jacques",Drawings of 2 fish embryos (2 x 7 cm. and 3 x 8 cm.),MH:MCZArtwork ARC_209-307,Harvard CURIOSity Collection - Jacques Burkhardt Scientific Drawings: http://id.lib.harvard.edu/curiosity/jacques-burkhardt-scientific-drawings/33-ARC_209-307 ,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information (URI: https://rightsstatements.org/page/NoC-US/1.0/?language=en)",Jacques Burkhardt Scientific Drawings
"/Users/gregorymccollum/Desktop/Python/Harvard/WikiImages/Acarichthys heckelii (Lago Maximo, Brazil, 1 September 1865)urn-3:FMUS.MCZ:2004-487452.jpg","[[wikidata:Q53499085|Burkhardt, Jacques]]","[[wikidata:Q53499085|Burkhardt, Jacques]]","Acarichthys heckelii (Lago Maximo, Brazil, 1 September 1865)",Taxonomic Classification: Animalia--Cichlidae--Acarichthys heckelii (Müller & Troschel 1849). Common Name: Thread-finned cichlid. Original Name: Acara tinga. Specimen Collection Date: 1865-09-01,,watercolor on paper,10 x 17 cm.,[[wikidata:Q13371|Harvard University]],[[wikidata:Q53528757|Ernst Mayr Library]],"Acara tinga [equal sign] Lago do Maximo - Tupynambaranas 1 de Setembre 1856 [i.e. 1865]. Protonotus. 15. Les tres-vieux ont du vonge ou le fluac. 1 7bre--Agassiz, Louis",1 fish drawing (6 x 12 cm.),MH:MCZArtwork ARC_209-310,Harvard CURIOSity Collection - Jacques Burkhardt Scientific Drawings: http://id.lib.harvard.edu/curiosity/jacques-burkhardt-scientific-drawings/33-ARC_209-310 ,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information (URI: https://rightsstatements.org/page/NoC-US/1.0/?language=en)",Jacques Burkhardt Scientific Drawings
"/Users/gregorymccollum/Desktop/Python/Harvard/WikiImages/Geophagus altifrons (Maues, Brazil)urn-3:FMUS.MCZ:2004-487454.jpg","[[wikidata:Q53499085|Burkhardt, Jacques]]","[[wikidata:Q53499085|Burkhardt, Jacques]]","Geophagus altifrons (Maues, Brazil)",Taxonomic Classification: Animalia--Cichlidae--Geophagus altifrons (Heckel 1840). Common Name: Eartheater. Original Name: Acara tinga. Specimen Collection Date: 1865-??-11,,watercolor on paper,13 x 17 cm.,[[wikidata:Q13371|Harvard University]],[[wikidata:Q53528757|Ernst Mayr Library]],"Acara tinga. Maues - 11 de [?] '65. reflets Merds autre les bandes dorees.--Agassiz, Louis",1 fish drawing (9 x 14 cm.),MH:MCZArtwork ARC_209-312,Harvard CURIOSity Collection - Jacques Burkhardt Scientific Drawings: http://id.lib.harvard.edu/curiosity/jacques-burkhardt-scientific-drawings/33-ARC_209-312 ,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information (URI: https://rightsstatements.org/page/NoC-US/1.0/?language=en)",Jacques Burkhardt Scientific Drawings
"/Users/gregorymccollum/Desktop/Python/Harvard/WikiImages/Satanoperca acuticeps (Maues, Brazil, 17 December 1865)urn-3:FMUS.MCZ:2004-487456.jpg","[[wikidata:Q53499085|Burkhardt, Jacques]]","[[wikidata:Q53499085|Burkhardt, Jacques]]","Satanoperca acuticeps (Maues, Brazil, 17 December 1865)",Taxonomic Classification: Animalia--Cichlidae--Satanoperca acuticeps (cf.). Common Name: Cichlid. Original Name: Acara,1865-12-17,watercolor on paper,12 x 18 cm.,[[wikidata:Q13371|Harvard University]],[[wikidata:Q53528757|Ernst Mayr Library]],"Maues 17 Dec.--Burkhardt, Jacques",1 fish drawing (8 x 14 cm.),MH:MCZArtwork ARC_209-314,Harvard CURIOSity Collection - Jacques Burkhardt Scientific Drawings: http://id.lib.harvard.edu/curiosity/jacques-burkhardt-scientific-drawings/33-ARC_209-314 ,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information (URI: https://rightsstatements.org/page/NoC-US/1.0/?language=en)",Jacques Burkhardt Scientific Drawings
"/Users/gregorymccollum/Desktop/Python/Harvard/WikiImages/Satanoperca lilith (Manaos, Brazil, 23 November 1865)urn-3:FMUS.MCZ:2004-487459.jpg","[[wikidata:Q53499085|Burkhardt, Jacques]]","[[wikidata:Q53499085|Burkhardt, Jacques]]","Satanoperca lilith (Manaos, Brazil, 23 November 1865)",Taxonomic Classification: Animalia--Cichlidae--Satanoperca lilith (Kullander & Ferreira 1988). Common Name: Eartheater,1865-11-23,watercolor on paper,12 x 18 cm.,[[wikidata:Q13371|Harvard University]],[[wikidata:Q53528757|Ernst Mayr Library]],"Lago J. Fernandez. Manaos 23 Nov.--Burkhardt, Jacques",1 fish drawing (8 x 12 cm.),MH:MCZArtwork ARC_209-317,Harvard CURIOSity Collection - Jacques Burkhardt Scientific Drawings: http://id.lib.harvard.edu/curiosity/jacques-burkhardt-scientific-drawings/33-ARC_209-317 ,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information (URI: https://rightsstatements.org/page/NoC-US/1.0/?language=en)",Jacques Burkhardt Scientific Drawings
"/Users/gregorymccollum/Desktop/Python/Harvard/WikiImages/Geophagus proximus (Teffe, Brazil, 12 October 1865)urn-3:FMUS.MCZ:2004-487462.jpg","[[wikidata:Q53499085|Burkhardt, Jacques]]","[[wikidata:Q53499085|Burkhardt, Jacques]]","Geophagus proximus (Teffe, Brazil, 12 October 1865)",Taxonomic Classification: Animalia--Cichlidae--Geophagus proximus (Castelnau 1855). Common Name: Eartheater. Original Name: Acara,1865-10-12,watercolor on paper,13 x 17 cm.,[[wikidata:Q13371|Harvard University]],[[wikidata:Q53528757|Ernst Mayr Library]],"12 Oct. J Burkhardt Teffe--Burkhardt, Jacques",1 fish drawing (10 x 15 cm.),MH:MCZArtwork ARC_209-320,Harvard CURIOSity Collection - Jacques Burkhardt Scientific Drawings: http://id.lib.harvard.edu/curiosity/jacques-burkhardt-scientific-drawings/33-ARC_209-320 ,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information (URI: https://rightsstatements.org/page/NoC-US/1.0/?language=en)",Jacques Burkhardt Scientific Drawings
"/Users/gregorymccollum/Desktop/Python/Harvard/WikiImages/Priacanthus arenatus (Rio de Janeiro, Brazil, 8 June 1865)urn-3:FMUS.MCZ:2004-487463.jpg","[[wikidata:Q53499085|Burkhardt, Jacques]]","[[wikidata:Q53499085|Burkhardt, Jacques]]","Priacanthus arenatus (Rio de Janeiro, Brazil, 8 June 1865)",Taxonomic Classification: Animalia--Priacanthidae--Priacanthus arenatus. Common Name: Atlantic bigeye,1865-06-08,watercolor on paper,17 x 25 cm,[[wikidata:Q13371|Harvard University]],[[wikidata:Q53528757|Ernst Mayr Library]],"Famille des Percoides. Genre Priacanthus. [Crossed out:] Espece inedite. Priac. arnentatus Cuv & Val. Labrus arnentatus Val. Es. decolore: Pr. arenatus Cuv. & Val. Pr. macrophthalmus Cuv. & Val. (Non Bloch). Les grands sont plus vonges vurles flancs. Les affinites de ce genre avec les Serrans dela famille des Percoides sone paraissent donteuses. To compare with Pr. boops from St Helena & Pr. bonaricssin from Buenos-Ayres.--Agassiz, Louis. Olho de cao -. Rio 8 Juin /65 JB.--Burkhardt, Jacques",1 fish drawing (9 x 14 cm.),MH:MCZArtwork ARC_209-321,Harvard CURIOSity Collection - Jacques Burkhardt Scientific Drawings: http://id.lib.harvard.edu/curiosity/jacques-burkhardt-scientific-drawings/33-ARC_209-321 ,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information (URI: https://rightsstatements.org/page/NoC-US/1.0/?language=en)",Jacques Burkhardt Scientific Drawings
